Px_ion_1 Py_ion_1 Pz_ion_1 Px_ion_2 Py_ion_2 Pz_ion_2 Px_neutral Py_neutral Pz_neutral Px_elec_1 Py_elec_1 Pz_elec_1 Px_elec_2 Py_elec_2 Pz_elec_2
4.974922356186606720e+00 6.359106044406931169e+00 5.314484810176746343e+00 -3.481635140608958068e+00 3.622612293166282527e+00 -2.266068394646806539e+00 3.249720908140811826e+00 1.787068976090087746e+00 -4.667891635749434442e+00 -4.326889698558237241e-01 -4.220074994466360141e-01 -1.153340868258572183e-01 -6.880635637511768321e-01 -6.840593953347486877e-01 7.364309097544573524e-01
4.191072911261064959e+00 5.818866478836103084e+00 6.794651272579115719e+00 -2.323158502331077901e+00 2.655114038434632562e+00 -3.742736839989264652e+00 2.523948803881829406e+00 2.043164874952251520e+00 -4.779084147128037863e+00 -2.134782097816584068e-01 -2.594845870811709476e-01 -2.555703473321055963e-01 -4.023045740385126634e-01 -4.210738467663397988e-01 6.525274667826650443e-01
5.705178004742331055e+00 5.265412196647069720e+00 5.979073874860056925e+00 -3.619474639316131448e+00 2.855504055228502924e+00 -2.680047330299224040e+00 3.225292175057401067e+00 1.582669312735951239e+00 -4.328187915071970870e+00 -4.676863237413458885e-01 -5.203743685750799042e-01 -3.592370804948916141e-01 -7.899564378872756532e-01 -7.293226033392486984e-01 9.073957177278001440e-01
4.540564114828089970e+00 3.639544410349360160e+00 7.637376993605851538e+00 -3.330189986427204651e+00 2.032255858999809650e+00 -3.556814231504448642e+00 2.571487739019885144e+00 3.407274291579668990e+00 -3.683716575297451001e+00 -2.069881137948369754e-01 -1.744646511285263268e-01 -3.155528564555256099e-01 -4.937107344200544756e-01 -5.148694450251609656e-01 3.728207286503241735e-01
4.784954883476034482e+00 4.769229011120121875e+00 6.266279778159457692e+00 -2.540349422618655595e+00 3.016576042960028570e+00 -3.537168907262632445e+00 4.116889588497198993e+00 2.350175472584956626e+00 -3.043946148505545679e+00 -3.039770565735382402e-01 -2.261150502739910639e-01 -6.502244922926088133e-01 -6.272486854712088222e-01 -5.573262779108200116e-01 5.638979405371898901e-01
3.325522877982489245e+00 1.824141371686982760e+00 8.965113793994284208e+00 -2.632092828716373845e+00 2.439485047136259688e+00 -4.001347567251445803e+00 3.017927056837323541e+00 1.842899252943148491e+00 -4.592835947849314593e+00 -4.181198337153749223e-01 -3.791550025164780457e-01 -7.017914071309779844e-01 -4.693217811680889251e-01 -4.978735432071512701e-01 6.040827247432679625e-01
6.822461153473752482e+00 4.224803134304066177e+00 5.132505522345815585e+00 -1.341331413237855319e+00 2.112672134226237564e+00 -5.355577714260141953e+00 3.193613446241553078e+00 1.621299654594900330e+00 -4.467657064780325094e+00 -1.008536525724335886e-01 -1.724125269768352064e-01 -2.200466359593014898e-01 -6.408361310183284809e-01 -5.238981240803235462e-01 6.238997843535534216e-01
4.363719186465439215e+00 2.955926111747459561e+00 7.917312899808377935e+00 -1.056113271019626154e+00 2.512573086176076664e+00 -4.542536544322548941e+00 1.763734021661507390e+00 2.665710268196920030e+00 -4.803420112048359059e+00 -4.616816624680041281e-01 -2.062305572235669238e-01 -4.613503393526432461e-01 -4.429716409987883297e-01 -4.565433400874852055e-01 5.391925231379390837e-01
4.482449362442883611e+00 4.085711793085713417e+00 6.716781719820213326e+00 -2.730948045949706415e+00 2.459323654485760180e+00 -4.046524892964261433e+00 1.673834341964216987e+00 2.445247324262917576e+00 -4.753077834628707699e+00 -2.747135163908950850e-01 -2.933990124581302150e-01 -6.798263254737371142e-01 -3.551521192088127887e-01 -1.066686463844764621e+00 7.512072339208983873e-01
6.083950809638491997e+00 3.799850878859183823e+00 5.903775756060793967e+00 -2.156618377768349415e+00 3.368384523988356083e+00 -3.718402501500320145e+00 1.768562262205438662e+00 2.036873520178913211e+00 -4.600240624389062560e+00 -3.585142579523201700e-01 -2.284700715962588169e-01 -4.579002705096735237e-01 -4.860740184157377741e-01 -4.422962662241668452e-01 6.169353618770344605e-01
3.753938573860986061e+00 4.826047646480718711e+00 7.151863412026154165e+00 -1.894725283513820413e+00 3.683292960437676733e+00 -3.823782962703079047e+00 2.738097866226317123e+00 4.551530128317702761e+00 -2.049983452043958376e+00 -5.655121943842619237e-01 -4.418948243802315323e-01 -8.835909584678429685e-01 -5.203680239170336286e-01 -5.522207489675652337e-01 4.088982879465207221e-01
5.150691283247195607e+00 3.398508657983017489e+00 6.942195832642624076e+00 -4.807803716695780771e+00 1.301611796629707829e+00 -2.196717875558876987e+00 4.181620859356969255e+00 3.267186874789270945e+00 -3.184065178978749078e+00 -2.762815101314084476e-01 -3.228469691514558315e-01 -6.560567160170307499e-01 -5.296313869661146700e-01 -4.547302262029495612e-01 1.073158158595445055e+00
4.559893125793846202e+00 7.362923232776775073e+00 4.054936790061557161e+00 -1.245161054870188355e+00 3.013413149987985484e+00 -4.295805095961720887e+00 2.838575975675661667e+00 3.118175685550572673e+00 -3.941533812482360233e+00 -3.740220331286490119e-01 -3.308515717390459465e-01 -4.073657319130404852e-01 -6.547900504162113000e-01 -4.797710433873335623e-01 6.797064970095790803e-01
4.460586770172598747e+00 4.275329764785859687e+00 7.102761160161412235e+00 -3.482988966619963822e+00 1.699609107607329639e+00 -3.816776091401609783e+00 2.179889274194236393e+00 2.847159482874721093e+00 -4.401274995738191365e+00 -3.332677099583536973e-01 -3.006683716555694219e-01 -4.486594945846495430e-01 -2.968755476559921669e-01 -3.594191302436297586e-01 7.281332483528110133e-01
3.599181763437533377e+00 6.540632953211260592e+00 6.857537243931315807e+00 -1.994584774996976062e+00 3.096428695043953017e+00 -3.476306863966856397e+00 2.685592788129715025e+00 3.279992858056258509e+00 -3.614083215626240797e+00 -4.823416843476646676e-01 -3.331579181263516487e-01 -8.914722103502159545e-01 -4.793782077594928026e-01 -7.082533185200207138e-01 8.351130766972967301e-01
4.342165843254065294e+00 2.775589395935696313e+00 8.137072836475091719e+00 -1.930637200529886632e+00 1.985636976064314441e+00 -4.320118668014885976e+00 1.318612220804707080e+00 1.441510033259870260e+00 -5.529284017854393163e+00 -3.020138009955774527e-01 -1.826471416436084849e-01 -5.779186353100443929e-01 -4.757219625965614096e-01 -2.468149493944643835e-01 7.124619902319360154e-01
3.351330571566247585e+00 5.368030053993051887e+00 6.599450903262368051e+00 -2.928490398587375587e+00 1.936999948609977595e+00 -3.993451616432218909e+00 3.827425585299065514e+00 3.932979240562287426e+00 -2.534382733733207882e+00 -3.054971023037825195e-01 -3.138141228282482764e-01 -6.769033883170713084e-01 -3.384090706823039696e-01 -4.142726915638165752e-01 8.394133745286619375e-01
6.909671833067585922e+00 5.708901332303264908e+00 3.198270576617320504e+00 -2.197148265731971861e+00 3.775443264352391193e+00 -3.259091753735009700e+00 2.915489269810876749e+00 3.587735846866660250e+00 -3.555810059843321547e+00 -4.646911073771493039e-01 -2.899851807627232825e-01 -4.780790035643335267e-01 -5.178022478759971570e-01 -6.422953525497443472e-01 5.889042130494410721e-01
5.540905169213061754e+00 4.005714704258412695e+00 6.566228914750259271e+00 -3.639400077808318201e+00 3.856143615873063535e+00 -1.669791695005440779e+00 2.873469809631346017e+00 2.330611253233379365e+00 -4.362194178855125948e+00 -1.599268331797508158e-01 -1.593621240236008374e-01 -3.736314925280717625e-01 -3.151309786804253887e-01 -3.323157254666341265e-01 8.497788256431394460e-01
4.431900677135223177e+00 6.145528033077377827e+00 5.746197129798702896e+00 -2.280446002920466064e+00 3.899820417882516210e+00 -1.980884386136023023e+00 2.625522667180655301e+00 2.823220607506533142e+00 -3.942653101513162728e+00 -5.419062968189617413e-01 -6.894511992063168115e-01 -3.243017724025166193e-01 -5.574914146486034117e-01 -5.300692166871976418e-01 7.057510206579139522e-01
3.412474807621649120e+00 6.414773807993131349e+00 6.447719771166076974e+00 -2.442745148489800844e+00 2.540578427436047892e+00 -4.321984991301079049e+00 2.919127050148322855e+00 3.542439442276108519e+00 -3.449518555670708864e+00 -2.376480725970368246e-01 -1.595367383664524075e-01 -6.147644358095646355e-01 -3.759568095478253991e-01 -5.278562419208263634e-01 5.256932180996195525e-01
6.285694920099164307e+00 4.050738838679833087e+00 5.740927045739415924e+00 -2.750710726915930326e+00 2.818043658278065244e+00 -4.111559590377948048e+00 2.910709097032403214e+00 1.055333187511664716e+00 -4.796384062690799865e+00 -3.136398124034043833e-01 -3.954997744066631182e-01 -3.721666892196803800e-01 -3.497422350879744180e-01 -3.545588870022056138e-01 9.795377296784246735e-01
5.428603601671679435e+00 5.942866034243604823e+00 5.107710579033159171e+00 -1.251990569714878321e+00 3.605531302465759147e+00 -4.090163342268402502e+00 2.696268849483797858e+00 3.243610342239853228e+00 -3.433386936607989437e+00 -5.008508147792782861e-01 -5.013497502837236386e-01 -4.060613426304630624e-01 -4.605411459096576676e-01 -2.498891515134758767e-01 1.077667626994836203e+00
5.164762616894546632e+00 3.776977777445923223e+00 7.025726420758693358e+00 -1.848165275798745233e+00 2.088902699237526583e+00 -4.371912430651153869e+00 2.426947208404715006e+00 3.230924010653617451e+00 -4.133332255933297006e+00 -3.248109572458260375e-01 -2.236893598412235395e-01 -5.677609526327734857e-01 -2.680511302939471152e-01 -7.400775552899838683e-01 6.317593574259053879e-01
7.191964043188946221e+00 3.346436648858012397e+00 4.721656802066667602e+00 -2.949708071037153712e+00 2.802157499961583476e+00 -3.698254309111111304e+00 2.387622563118231511e+00 1.500124599495105571e+00 -5.048316828208793794e+00 -1.854050152965251719e-01 -4.873340791285085682e-02 -2.349573812924025951e-01 -3.897335785943909503e-01 -7.044047271699090951e-01 7.134910396759429618e-01
1.273697282823224475e+00 3.036048049637827262e+00 9.194942683950584339e+00 -3.245625960691747025e+00 3.192266571061883607e+00 -3.521761041440210960e+00 2.741584213978869755e+00 3.306180381687624070e+00 -3.630941956294285955e+00 -1.903428042240587204e-01 -2.974465204697330223e-01 -6.989429675859030189e-01 -5.643533486130869470e-01 -5.556889294311962990e-01 9.429889427704163385e-01
5.844124605750717016e+00 5.813282127451535608e+00 4.673260921342713203e+00 -4.042493648456765065e+00 1.729820960337240310e+00 -3.137050290327731972e+00 1.734139276654557138e+00 3.221352542815572928e+00 -4.395289166967122796e+00 -3.621943055377032095e-01 -3.224677360167853557e-01 -5.864391149435256301e-01 -8.554222032679805743e-01 -5.437067957823747966e-01 6.454203494344425973e-01
3.085996859396189507e+00 5.021192658288690325e+00 6.926563217093090863e+00 -1.565592224634694274e+00 2.187414565891425688e+00 -4.776602212945427972e+00 2.719273283368671468e+00 3.376134563257706223e+00 -4.283380892839735665e+00 -3.020391356672944005e-01 -2.082778162246707865e-01 -5.042492098473043693e-01 -6.366644022444615247e-01 -4.035643331428204195e-01 6.402319518656670594e-01
5.603318743813458624e+00 5.073447227568187223e+00 5.710087326529324159e+00 -1.903738969561531880e+00 4.087874525987841068e+00 -3.250771105649770565e+00 1.652617721453506716e+00 4.173384180761931184e+00 -3.388807351902685117e+00 -4.534937006886006761e-01 -4.101727153416043770e-01 -8.137084983444087261e-01 -4.373106890078867215e-01 -5.804738550173188516e-01 6.261822310577053186e-01
2.406361123175041694e+00 3.302429092360883445e+00 8.405213379245861205e+00 -4.020210586145378073e+00 3.046450765964224150e+00 -1.754284834993816045e+00 3.646086056109717699e+00 2.625656413502967634e+00 -3.224458013258738820e+00 -1.997180261365771314e-01 -3.486737448938194150e-01 -4.728444470759284313e-01 -2.931643965572867105e-01 -3.394035855722281059e-01 8.020145003166367914e-01
3.257805576492676547e+00 3.989155097927114646e+00 7.930886049133832216e+00 -2.427069155571408565e+00 1.691219513202579794e+00 -4.303420576762631455e+00 3.063476484813643097e+00 1.868874386131099685e+00 -4.686087543448066661e+00 -1.468454188854863007e-01 -3.220904203056491610e-01 -5.772363749872428951e-01 -6.075354678329164537e-01 -4.703389546181797054e-01 6.533143381968131713e-01
5.376345844390984396e+00 3.150363555359525947e+00 6.728169816245897827e+00 -2.473760692466621336e+00 3.646731529521518578e+00 -3.241066822742305398e+00 3.240699776371438467e+00 2.264897201737253507e+00 -3.966913131082464350e+00 -9.009594466514518618e-02 -2.220682393697098189e-01 -3.349925917666914388e-01 -2.674466209531583538e-01 -2.897344840203810445e-01 8.280721325311399816e-01
3.880026765336942240e+00 6.239377107243262444e+00 6.060326727396892821e+00 -4.242065819485910438e+00 1.987026990671875382e+00 -2.725257670040796665e+00 3.836191126052881817e+00 3.114035983503455896e+00 -3.488424817199524242e+00 -8.157345298432426839e-01 -3.943107502173178180e-01 -6.063212488395626210e-01 -2.269348513350095131e-01 -2.382658704420339002e-01 5.733652696463078513e-01
4.197548235705749420e+00 2.485824288740746457e+00 8.526118908768511417e+00 -2.301746353113429233e+00 2.591362704856893018e+00 -4.120406252268834280e+00 2.284660368441997491e+00 4.470959376500854177e+00 -3.383258882659360811e+00 -3.369485998151952599e-01 -3.993112160666471011e-01 -3.805268546066603585e-01 -9.071263148003746446e-01 -3.863697755238145182e-01 5.653689709819077480e-01
2.652883538980506550e+00 2.671698151149752842e+00 8.659522236893014480e+00 -1.877703671418027298e+00 1.791265938227009524e+00 -4.724810456584001450e+00 1.783598240108095645e+00 1.738370979094033819e+00 -5.300070744699556968e+00 -3.098239689313999068e-01 -3.329359334259955894e-01 -3.871818718924268654e-01 -4.450618820004312304e-01 -5.739004784761362332e-01 4.903623884666012955e-01
6.923424154995471369e+00 5.106963733750504275e+00 4.222920659974930935e+00 -3.241920285149686443e+00 2.819956016270685595e+00 -4.269334988746976478e+00 1.192874357904494920e+00 2.707120453024836948e+00 -4.717171564966966990e+00 -2.310635244579996306e-01 -3.779757737632454262e-01 -7.451717288429812180e-01 -4.975009648659978190e-01 -5.662403730420147996e-01 8.797956884914264197e-01
3.060211420942904326e+00 5.040162581302620737e+00 7.222966341372420551e+00 -2.525579764305075248e+00 2.939269772729996344e+00 -4.090153289238320333e+00 2.798599451610395139e+00 2.704501976185134993e+00 -4.461090637452647556e+00 -3.819592808271979334e-01 -1.263086206510936338e-01 -3.480508349070478569e-01 -4.367529484074569313e-01 -4.832188382448170949e-01 7.214056454992843204e-01
6.444253424124917196e+00 3.582710985128893633e+00 6.007548686241463543e+00 -3.466696875674709855e+00 2.636562114517921884e+00 -3.525393303729004391e+00 3.055743854685602834e+00 1.998238887577399092e+00 -4.069534624973868198e+00 -1.905643917910055107e-01 -2.991535118457614439e-01 -3.915935079204857505e-01 -6.795727949528937994e-01 -6.170690318023273058e-01 6.643536569262925573e-01
2.004978692911222105e+00 2.801251715531631437e+00 8.843690857227016977e+00 -2.441670540310138193e+00 2.095751264000327296e+00 -4.722192856226723912e+00 1.981160933038496053e+00 2.499755515512810611e+00 -4.942365389239872009e+00 -2.619005679823475097e-01 -3.917363044636772429e-01 -3.389487381943249722e-01 -7.040908507239679315e-01 -4.694487132657546025e-01 8.797221022965008297e-01
5.516598621256144419e+00 6.100936631181292924e+00 4.959646065647369539e+00 -2.441484715809951744e+00 2.465299317183453631e+00 -4.475641621185904917e+00 3.819428870633261752e+00 1.230632229413664236e+00 -3.994272999805350111e+00 -4.170892928415396161e-01 -6.660246939539845590e-01 -5.843356295310809800e-01 -2.808061241307465150e-01 -2.379305594048845285e-01 7.559136594436496326e-01
5.565680984295132916e+00 6.590561005047339549e+00 3.054722184919347772e+00 -2.800323738819279651e+00 2.264656248909779457e+00 -3.936792621702054351e+00 2.925563938550849397e+00 4.181527195489226578e+00 -3.820036170628563710e+00 -2.679186986440203477e-01 -4.283771552734896848e-01 -3.399097883432012912e-01 -3.082958281327334848e-01 -1.662375599702076989e-01 5.004116067036279425e-01
3.450699878870430393e+00 3.225014912680453261e+00 8.056888661746574698e+00 -1.563159171561458338e+00 1.255753940987167860e+00 -4.813494315542845570e+00 3.962325254463110458e+00 2.677133751288202301e+00 -3.513528804794730398e+00 -3.011259103523453717e-01 -2.693883252182736054e-01 -2.851413720660813111e-01 -7.610079584850056866e-01 -8.035780057235510920e-01 5.997935375481476816e-01
5.117625988768601530e+00 4.624555058579335132e+00 6.812977775149273718e+00 -2.425182722798755908e+00 3.320450953381738568e+00 -3.875350802215705048e+00 2.507823205095846664e+00 2.382873693946447435e+00 -4.806865150027600286e+00 -5.112465535096378799e-01 -3.567511734932650169e-01 -4.828528528311484269e-01 -4.183196313656240561e-01 -9.591566992433032679e-01 8.851690219598421505e-01
4.402675061345049379e+00 4.742748646587629402e+00 7.387021215337897573e+00 -2.954409013123569405e+00 3.606902984563836512e+00 -2.814867822125457497e+00 1.366795246555237320e+00 2.662927295022958329e+00 -4.569925097878752673e+00 -2.294213958704065803e-01 -4.049215472443354891e-01 -5.752211362618003809e-01 -4.892895018330455370e-01 -4.559888998891294953e-01 9.870966437785463343e-01
5.182352420869151821e+00 4.680131175657087361e+00 6.865454316191264894e+00 -1.567064496299498400e+00 2.012084271886813269e+00 -4.291549595847282461e+00 2.944588318350019662e+00 3.727917589790741282e+00 -3.901563545731855154e+00 -4.273633230686493811e-01 -3.047381532666742499e-01 -4.616536188118604001e-01 -5.791449993876883751e-01 -5.469949338445451170e-01 8.426058860836864728e-01
5.076479396295392910e+00 6.281710352228293992e+00 4.772472036161593323e+00 -2.354043770522466161e+00 2.506222922243039442e+00 -3.866521443831077320e+00 2.633152282048025317e+00 3.380828887375885827e+00 -3.950554122207242447e+00 -4.111259652946004928e-01 -5.367329597768026872e-01 -5.755155194906131921e-01 -4.656313420907268186e-01 -3.201504216793728541e-01 1.012663423274130725e+00
4.170737526678105489e+00 4.016169775664586439e+00 7.334005234267360507e+00 -1.600174938978706551e+00 2.943642321618457292e+00 -4.901713365306164860e+00 2.050209783438817990e+00 3.357103475869999798e+00 -4.331728154718269330e+00 -4.487672477384747616e-01 -2.995715573209725702e-01 -5.977981773812649502e-01 -4.440823095606115656e-01 -6.709265442365064391e-01 4.317880741070249662e-01
5.008140437287114111e+00 4.269770788913183068e+00 6.698552139193492572e+00 -1.305980387766680240e+00 1.453322673411084232e+00 -5.156342329390863455e+00 3.526598044652476727e+00 3.751432513990064610e+00 -3.374644986352600462e+00 -3.156196148642171351e-01 -2.666315815110139043e-01 -5.440784557228893759e-01 -5.524009610726760000e-01 -5.815700314330768395e-01 6.830118752782688984e-01
2.833152523389359079e+00 4.815848091363142736e+00 7.888426547102333153e+00 -2.117859973427095088e+00 3.638939593561089758e+00 -3.124411644290590928e+00 4.504028192030237854e+00 2.855993019910933128e+00 -2.939264017536189488e+00 -1.034911393312386158e-01 -7.877881859731353242e-02 -1.210357716190517269e-01 -3.896919565708669153e-01 -4.450804819078033048e-01 7.391460352073820905e-01
3.051371161268563892e+00 3.136364102983891566e+00 8.489862748982462293e+00 -3.742900878386248298e+00 1.525493815724153768e+00 -3.601957129336718300e+00 2.957542317397222398e+00 2.926046311539199252e+00 -4.348373627356382443e+00 -5.290001042420267030e-01 -3.332536890621587977e-01 -5.153504629780110147e-01 -7.601026220413870105e-01 -4.905185671555046811e-01 6.087143866669975090e-01
4.687040268194219372e+00 4.852967815206602253e+00 6.892998442763858868e+00 -2.979264807427053352e+00 2.518675338501453087e+00 -3.103527387530956805e+00 1.514876223379143072e+00 2.618877621301202385e+00 -4.772798178443254713e+00 -2.584008716464710198e-01 -2.740893655145492658e-01 -5.079446499297323170e-01 -4.035876751757842551e-01 -5.895905601627460246e-01 9.060897285475736362e-01
2.580725782022206705e+00 5.344077718356798457e+00 7.579424490681824444e+00 -3.098085029890112807e+00 2.655669358959738879e+00 -2.918848265175241430e+00 2.786026285300077898e+00 1.889196960822618232e+00 -4.494472152380394547e+00 -3.307879801136740516e-01 -3.184738298667634249e-01 -4.134869528236818081e-01 -8.662516901804975245e-01 -3.777332930112847209e-01 7.178883225362537868e-01
6.032446961454144052e+00 3.446625530572550833e+00 5.821489153311905973e+00 -2.001022581422430946e+00 2.910143508876978480e+00 -4.515674902820921766e+00 1.765544092082710792e+00 2.630214332299724678e+00 -4.902506331907734882e+00 -4.259318667820176096e-01 -3.045830482261792094e-01 -4.807187474616378409e-01 -5.331145235498985224e-01 -4.882281962501919814e-01 7.168551593262465493e-01
8.060512678302592660e-01 4.791555580461836605e+00 8.075498200313418806e+00 -2.715201621571402768e+00 2.700160828843965355e+00 -4.159209643249382360e+00 3.895298887273319632e+00 2.053792687930428240e+00 -3.894350210004804858e+00 -5.455874143076966387e-01 -4.542150955325591766e-01 -4.426146653484897553e-01 -2.802144945608029403e-01 -4.005686333129372945e-01 6.349250638572024874e-01
2.939393162023395956e+00 5.568154630721390497e+00 7.070146354312062620e+00 -3.440270092579718941e+00 2.239813225534199148e+00 -3.343119680991926135e+00 2.297094802005011704e+00 1.938903811551449863e+00 -4.960171620664188374e+00 -7.553910720733408857e-01 -3.490847660881423731e-01 -5.527283587654131525e-01 -9.122474976114786083e-01 -7.987438037288910886e-01 5.667361421404383259e-01
5.257279564370858083e+00 6.981102842867229263e+00 3.874199882802624728e+00 -2.223315126828961930e+00 1.819251477129803174e+00 -4.634914919793127197e+00 3.674307597517479262e+00 3.433880845618306754e+00 -2.850441968616516331e+00 -2.449711008040961757e-01 -2.808751595774074405e-01 -4.094083753179177942e-01 -3.755807354735254400e-01 -3.488007333596365722e-01 5.061860171792065266e-01
5.319313058895361657e+00 3.152732985317685532e+00 7.570883704757665811e+00 -3.705575404997787814e+00 3.579948222848140738e+00 -2.604505728873820480e+00 1.995910196090646460e+00 2.628167891906592057e+00 -4.790505939324099849e+00 -3.233963503327352274e-01 -4.277651536322400472e-01 -6.168564109469131251e-01 -3.541606153192267126e-01 -5.095319883296359764e-01 7.522151559788006203e-01
4.109707670671982171e+00 4.455926054557220795e+00 6.847883787206675343e+00 -2.516920046555849666e+00 3.126081010970239493e+00 -3.601908822796624499e+00 3.790691238164099808e+00 1.762106254942326533e+00 -4.080221618429224151e+00 -4.211800674257953903e-01 -4.690113278774939443e-01 -3.274252396088521144e-01 -4.180306842807590129e-01 -4.138489523311096319e-01 4.692846944963143252e-01
5.259995333325582223e+00 5.061537301373954634e+00 5.944932174450305418e+00 -2.312567188694063525e+00 2.129648117844588295e+00 -4.431165861039846554e+00 3.076215830271250784e+00 3.291266434897178961e+00 -3.578439273007135490e+00 -1.732598261603231493e-01 -6.917257407852664963e-01 -6.492632220697979184e-01 -2.341431342110047720e-01 -3.208895645611011260e-01 4.813122177994013651e-01
2.804627894307007985e+00 2.818444954992378459e+00 8.664068338999001639e+00 -2.405726751321296319e+00 3.939412712724223109e+00 -2.166610488719591832e+00 3.634621743930545268e+00 2.878113606650575917e+00 -3.464259913950810787e+00 -7.117254952468059503e-01 -7.920078381552735081e-02 -6.084558122276845227e-01 -4.694917122827171330e-01 -4.512117988349760855e-01 9.543610886849932529e-01
2.476035863164292028e+00 3.976071217632326515e+00 7.691422186654919280e+00 -2.558512831024703615e+00 2.135149958201171483e+00 -4.642638802378709073e+00 2.046422752751694496e+00 1.254269180979997289e+00 -5.253691710993749098e+00 -5.109311390391171326e-01 -4.331965277855878149e-01 -5.147843595306471620e-01 -4.828547960110934345e-01 -4.682765332210149789e-01 8.721101498754546544e-01
5.706627492835048443e+00 4.977519872619235564e+00 4.896717458396140366e+00 -3.241703938309986821e+00 2.917573430038575832e+00 -3.371666234021148512e+00 3.111641730988577326e+00 3.396535275854839497e+00 -3.549199134088425467e+00 -3.960482773429385706e-01 -2.552487837971406659e-01 -1.981684146367498067e-01 -2.824220093967135248e-01 -6.724276614927610085e-01 9.280036780387026507e-01
2.172603843130999746e+00 2.378404406444637686e+00 8.668060180640923207e+00 -1.729686544422622818e+00 2.685763824010040324e+00 -4.315458124486327485e+00 2.935127146910036622e+00 1.080065240948924865e+00 -4.562947823827980365e+00 -2.625629217329399356e-01 -1.709513962872088733e-01 -4.931052436857346621e-01 -4.231706903865898872e-01 -4.183020930780311231e-01 8.200529545932540021e-01
5.188147713262011962e+00 5.113600362685250644e+00 6.076591644257771208e+00 -3.884877360570904603e+00 2.625696950229382320e+00 -2.572370091396710912e+00 3.154659723892421219e+00 3.316868305775896975e+00 -3.908498761257135357e+00 -1.400476412993610920e-01 -1.620763184035719229e-01 -7.327484960887860055e-01 -6.236926790788137609e-01 -3.957035293943682586e-01 6.355685161817283824e-01
5.241557468273034814e+00 4.387894860978127198e+00 6.578593952193380723e+00 -2.363723425782263909e+00 2.434115731180539033e+00 -4.179474371983372905e+00 6.611133983385808488e-01 2.530671482428958008e+00 -4.569175503709547392e+00 -1.086356866537798033e-01 -9.042404495003632248e-02 -1.457066434968396496e-01 -4.196384193442622146e-01 -6.758067850242793773e-01 4.262696682596334163e-01
3.612950580674378021e+00 4.508322247639402924e+00 7.377172526968709398e+00 -7.877130093159313562e-01 2.601583814158748620e+00 -4.729874320904905893e+00 3.119693977410053165e+00 2.816367113948579082e+00 -3.740776526110808131e+00 -3.303863690208411752e-01 -3.122630012267744726e-01 -2.561356748045154896e-01 -5.391926259097749030e-01 -2.912320600743735777e-01 8.550364153593703609e-01
5.813593995125348357e+00 3.739447222901912227e+00 6.334856330663322765e+00 -1.175431661047404486e+00 3.245246176717784703e+00 -4.105944271448545457e+00 3.336834008849927535e+00 2.323870468805367295e+00 -3.752680280304197868e+00 -3.607285719319927031e-01 -2.677067220527403202e-01 -5.786514165065710369e-01 -9.548139651987520571e-01 -3.723225125995797136e-01 5.908593149124161670e-01
5.853981861496130534e+00 2.180163941461308763e+00 7.701533002106378589e+00 -3.010224761945887284e+00 3.017396010275425589e+00 -2.588148071402755157e+00 2.468629888338326417e+00 2.653036447594463887e+00 -4.606805771774303615e+00 -2.252011547906760114e-01 -2.213227366749670466e-01 -9.643839789811662344e-01 -7.102598198784563222e-01 -5.658917422881482029e-01 5.047139515446769087e-01
4.035977634404202874e+00 6.302464982222629963e+00 6.417604252951236710e+00 -2.264672458712861047e+00 2.347577696513813095e+00 -4.089444172450841464e+00 3.151352613678763959e+00 2.521401698588859652e+00 -3.528722292849972408e+00 -3.702541399564134306e-01 -3.027384185413193318e-01 -5.187862390016155789e-01 -2.746099426241797592e-01 -7.456185960936012602e-01 5.338085036293414021e-01
4.160944861612525969e+00 4.236672681946250130e+00 7.003208632465565131e+00 -2.721942259960173693e+00 3.604622410734671156e+00 -3.150177417830385629e+00 4.565125111528668178e+00 2.268213947231792815e+00 -3.348551079783512296e+00 -7.556776861315360749e-01 -4.621136156728019584e-01 -3.137310753398209195e-01 -4.363259338129436560e-01 -4.116415921470236161e-01 6.741704722666385097e-01
4.957792604256972879e+00 4.996765146736587226e+00 6.713033237606227388e+00 -1.954706802049106074e+00 2.229751685577358256e+00 -4.331663530716498123e+00 1.764003113869030637e+00 4.487098948825074096e+00 -3.201186859918962124e+00 -3.422056209815985683e-01 -3.682334115704620769e-01 -5.627693878149819806e-01 -3.597937962103418541e-01 -5.785037913842490109e-01 7.621330355276231261e-01
6.087358460513844882e+00 5.783765067693731332e+00 4.512975746073868422e+00 -2.970459514969600257e+00 2.934795691030195997e+00 -3.932394249728502711e+00 1.966458565736596720e+00 2.612045277593230352e+00 -4.422478753775210158e+00 -2.641741871679536002e-01 -4.707987688581554697e-01 -2.309983696743926618e-01 -5.603519021738734285e-01 -6.902483469167619567e-01 5.759568479801930874e-01
4.872114676090710361e+00 5.097417310493182363e+00 6.107689317898713277e+00 -1.611264308044509264e+00 2.335977465959019561e+00 -4.352623773874123358e+00 2.364036049038311660e+00 3.342247668902440960e+00 -3.792877724854603727e+00 -2.759972342258630862e-01 -1.957854430432527104e-01 -2.445053691406544050e-01 -4.147033300450116977e-01 -5.538682255928739639e-01 3.544634430749450948e-01
